,f1-score,precision,recall,support
banded,0.0879120879120879,0.0784313725490196,0.1,40.0
blotchy,0.0,0.0,0.0,40.0
braided,0.04878048780487805,0.047619047619047616,0.05,40.0
bubbly,0.06779661016949153,0.10526315789473684,0.05,40.0
bumpy,0.03225806451612903,0.045454545454545456,0.025,40.0
chequered,0.30303030303030304,0.2542372881355932,0.375,40.0
cobwebbed,0.1388888888888889,0.15625,0.125,40.0
cracked,0.06976744186046512,0.06521739130434782,0.075,40.0
crosshatched,0.11320754716981132,0.23076923076923078,0.075,40.0
crystalline,0.03225806451612903,0.045454545454545456,0.025,40.0
dotted,0.06779661016949153,0.10526315789473684,0.05,40.0
fibrous,0.15625,0.20833333333333334,0.125,40.0
flecked,0.19444444444444442,0.21875,0.175,40.0
freckled,0.15053763440860213,0.1320754716981132,0.175,40.0
frilly,0.11904761904761904,0.11363636363636363,0.125,40.0
gauzy,0.22222222222222224,0.2,0.25,40.0
grid,0.029411764705882353,0.03571428571428571,0.025,40.0
grooved,0.03703703703703704,0.07142857142857142,0.025,40.0
honeycombed,0.0,0.0,0.0,40.0
interlaced,0.07476635514018691,0.05970149253731343,0.1,40.0
knitted,0.03125,0.041666666666666664,0.025,40.0
lacelike,0.11764705882352942,0.08860759493670886,0.175,40.0
lined,0.12612612612612611,0.09859154929577464,0.175,40.0
marbled,0.057971014492753624,0.06896551724137931,0.05,40.0
matted,0.1379310344827586,0.1276595744680851,0.15,40.0
meshed,0.07894736842105263,0.08333333333333333,0.075,40.0
paisley,0.07547169811320756,0.15384615384615385,0.05,40.0
perforated,0.0,0.0,0.0,40.0
pitted,0.08955223880597014,0.1111111111111111,0.075,40.0
pleated,0.02531645569620253,0.02564102564102564,0.025,40.0
polka−dotted,0.026666666666666665,0.02857142857142857,0.025,40.0
porous,0.08275862068965517,0.05714285714285714,0.15,40.0
potholed,0.30894308943089427,0.2289156626506024,0.475,40.0
scaly,0.0,0.0,0.0,40.0
smeared,0.03333333333333333,0.05,0.025,40.0
spiralled,0.0,0.0,0.0,40.0
sprinkled,0.0,0.0,0.0,40.0
stained,0.0,0.0,0.0,40.0
stratified,0.06611570247933884,0.04938271604938271,0.1,40.0
striped,0.2479338842975207,0.18518518518518517,0.375,40.0
studded,0.30967741935483867,0.20869565217391303,0.6,40.0
swirly,0.03921568627450981,0.09090909090909091,0.025,40.0
veined,0.19999999999999998,0.18,0.225,40.0
waffled,0.27586206896551724,0.21052631578947367,0.4,40.0
woven,0.07407407407407408,0.14285714285714285,0.05,40.0
wrinkled,0.0,0.0,0.0,40.0
zigzagged,0.1788617886178862,0.13253012048192772,0.275,40.0
micro avg,0.11648936170212766,0.11648936170212766,0.11648936170212766,1880.0
macro avg,0.09636315983381925,0.09654761603776653,0.11648936170212768,1880.0
weighted avg,0.09636315983381925,0.09654761603776654,0.11648936170212766,1880.0
