,f1-score,precision,recall,support
banded,0.49523809523809526,0.4,0.65,40.0
blotchy,0.0,0.0,0.0,40.0
braided,0.075,0.075,0.075,40.0
bubbly,0.06666666666666667,0.1,0.05,40.0
bumpy,0.04000000000000001,0.1,0.025,40.0
chequered,0.33766233766233766,0.35135135135135137,0.325,40.0
cobwebbed,0.22222222222222224,0.25,0.2,40.0
cracked,0.13592233009708737,0.08433734939759036,0.35,40.0
crosshatched,0.0,0.0,0.0,40.0
crystalline,0.25,0.22916666666666666,0.275,40.0
dotted,0.26415094339622636,0.21212121212121213,0.35,40.0
fibrous,0.14,0.11666666666666667,0.175,40.0
flecked,0.22916666666666669,0.19642857142857142,0.275,40.0
freckled,0.20224719101123595,0.1836734693877551,0.225,40.0
frilly,0.20338983050847456,0.3157894736842105,0.15,40.0
gauzy,0.3137254901960784,0.25806451612903225,0.4,40.0
grid,0.10526315789473684,0.17647058823529413,0.075,40.0
grooved,0.0,0.0,0.0,40.0
honeycombed,0.0,0.0,0.0,40.0
interlaced,0.16494845360824742,0.14035087719298245,0.2,40.0
knitted,0.126984126984127,0.17391304347826086,0.1,40.0
lacelike,0.265625,0.19318181818181818,0.425,40.0
lined,0.3218390804597701,0.2978723404255319,0.35,40.0
marbled,0.056338028169014086,0.06451612903225806,0.05,40.0
matted,0.07692307692307693,0.07894736842105263,0.075,40.0
meshed,0.10638297872340426,0.09259259259259259,0.125,40.0
paisley,0.09090909090909093,0.11538461538461539,0.075,40.0
perforated,0.0,0.0,0.0,40.0
pitted,0.0,0.0,0.0,40.0
pleated,0.07142857142857144,0.125,0.05,40.0
polka−dotted,0.0,0.0,0.0,40.0
porous,0.05479452054794521,0.06060606060606061,0.05,40.0
potholed,0.3259259259259259,0.23157894736842105,0.55,40.0
scaly,0.030303030303030307,0.038461538461538464,0.025,40.0
smeared,0.14705882352941174,0.17857142857142858,0.125,40.0
spiralled,0.0,0.0,0.0,40.0
sprinkled,0.1188118811881188,0.09836065573770492,0.15,40.0
stained,0.1518987341772152,0.15384615384615385,0.15,40.0
stratified,0.22222222222222224,0.2,0.25,40.0
striped,0.2891566265060241,0.27906976744186046,0.3,40.0
studded,0.34285714285714286,0.27692307692307694,0.45,40.0
swirly,0.0,0.0,0.0,40.0
veined,0.19801980198019803,0.16393442622950818,0.25,40.0
waffled,0.32911392405063294,0.3333333333333333,0.325,40.0
woven,0.14,0.11666666666666667,0.175,40.0
wrinkled,0.0,0.0,0.0,40.0
zigzagged,0.3296703296703296,0.29411764705882354,0.375,40.0
micro avg,0.175,0.175,0.175,1880.0
macro avg,0.14982694258985801,0.14375102876642634,0.17500000000000002,1880.0
weighted avg,0.14982694258985804,0.14375102876642634,0.175,1880.0
