,f1-score,precision,recall,support
banded,0.16091954022988506,0.14893617021276595,0.175,40.0
blotchy,0.02777777777777778,0.03125,0.025,40.0
braided,0.0,0.0,0.0,40.0
bubbly,0.1791044776119403,0.2222222222222222,0.15,40.0
bumpy,0.0,0.0,0.0,40.0
chequered,0.24742268041237106,0.21052631578947367,0.3,40.0
cobwebbed,0.12048192771084337,0.11627906976744186,0.125,40.0
cracked,0.029411764705882353,0.03571428571428571,0.025,40.0
crosshatched,0.0,0.0,0.0,40.0
crystalline,0.030769230769230767,0.04,0.025,40.0
dotted,0.0,0.0,0.0,40.0
fibrous,0.10958904109589042,0.12121212121212122,0.1,40.0
flecked,0.3296703296703296,0.29411764705882354,0.375,40.0
freckled,0.3063063063063063,0.23943661971830985,0.425,40.0
frilly,0.21999999999999997,0.18333333333333332,0.275,40.0
gauzy,0.20408163265306117,0.14018691588785046,0.375,40.0
grid,0.0,0.0,0.0,40.0
grooved,0.0,0.0,0.0,40.0
honeycombed,0.0,0.0,0.0,40.0
interlaced,0.1386138613861386,0.11475409836065574,0.175,40.0
knitted,0.08,0.08571428571428572,0.075,40.0
lacelike,0.1263157894736842,0.10909090909090909,0.15,40.0
lined,0.14432989690721648,0.12280701754385964,0.175,40.0
marbled,0.0,0.0,0.0,40.0
matted,0.08421052631578947,0.07272727272727272,0.1,40.0
meshed,0.0909090909090909,0.08333333333333333,0.1,40.0
paisley,0.0,0.0,0.0,40.0
perforated,0.030769230769230767,0.04,0.025,40.0
pitted,0.09302325581395349,0.6666666666666666,0.05,40.0
pleated,0.08219178082191782,0.09090909090909091,0.075,40.0
polka−dotted,0.16438356164383564,0.18181818181818182,0.15,40.0
porous,0.058252427184466014,0.047619047619047616,0.075,40.0
potholed,0.26760563380281693,0.18627450980392157,0.475,40.0
scaly,0.04000000000000001,0.1,0.025,40.0
smeared,0.04081632653061225,0.1111111111111111,0.025,40.0
spiralled,0.0,0.0,0.0,40.0
sprinkled,0.04000000000000001,0.1,0.025,40.0
stained,0.0816326530612245,0.2222222222222222,0.05,40.0
stratified,0.11627906976744186,0.10869565217391304,0.125,40.0
striped,0.26760563380281693,0.18627450980392157,0.475,40.0
studded,0.2962962962962963,0.19672131147540983,0.6,40.0
swirly,0.0,0.0,0.0,40.0
veined,0.19148936170212766,0.16666666666666666,0.225,40.0
waffled,0.30434782608695654,0.21428571428571427,0.525,40.0
woven,0.0,0.0,0.0,40.0
wrinkled,0.04395604395604395,0.0392156862745098,0.05,40.0
zigzagged,0.11023622047244093,0.08045977011494253,0.175,40.0
micro avg,0.13404255319148936,0.13404255319148936,0.13404255319148936,1880.0
macro avg,0.10337870629037486,0.10873578209855882,0.13404255319148933,1880.0
weighted avg,0.10337870629037486,0.10873578209855879,0.13404255319148936,1880.0
